,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
6683,hj_Cn3d8q_6nslXqs-5c2g,"""Helles & Dunkel""",South End,"""222 E Bland St""",Charlotte,NC,28203,35.2160363,-80.8538011,3.5,56,1,Sandwiches;Nightlife;Cocktail Bars;Bars;Food;Pubs;Barbeque;Pizza;American (New);Karaoke;Music Venues;Sports Bars;Sushi Bars;Breweries;Arts & Entertainment;Restaurants
6762,ki5qgWUCuTpb9si0eJL1fQ,"""Taco Bell""",University City,"""8661 Jw Clay Blvd""",Charlotte,NC,28262,35.3103321867,-80.7535075848,3.0,28,1,Fast Food;Mexican;Restaurants;Tex-Mex
6780,WlMegJTLkMdo6FO6Vfnq0Q,"""Sunset Soulfood""",,"""5009 Beatties Ford Rd, Ste 112""",Charlotte,NC,28217,35.3033706,-80.8578061,3.5,113,1,Restaurants;Soul Food;Food;Seafood;Salad;Desserts
6932,Zgh-D3UsxfAjYmmfVuE9Iw,"""Lowes Foods""",,"""4445 School House Commons""",Harrisburg,NC,28075,35.3216522,-80.6503119,4.5,22,1,Food;Pizza;Restaurants;Meat Shops;Beer;Wine & Spirits;Specialty Food;Grocery
7013,UGjpL5nnKlKRhQq5YMgQ2Q,"""Papa John's Pizza""",,"""1646 Hwy 160 W""",Fort Mill,SC,29708,35.0315252095,-80.9676051604,1.5,10,1,Pizza;Restaurants
7023,c4KXpCou6HBOgfKp2z2_hw,"""Terrace Restaurants""",Ballantyne,"""14815 Ballantyne Village Way, Ste 150""",Charlotte,NC,28277,35.0534750679,-80.8516094545,3.5,312,1,Southern;Breakfast & Brunch;Cafes;Comfort Food;American (New);Restaurants
7027,eE02dkQuSdlPu6OA83iLqg,"""McAlister's Deli""",Arboretum,"""8046-D Providence Rd""",Charlotte,NC,28227,35.0973853,-80.778824,4.0,9,1,Delis;Sandwiches;Salad;Restaurants
7061,ie8F4cL15JQi8cZVY78xRA,"""Emzy Sushi Bar & Asian Kitchen""",Uptown,"""550 S Tryon St, Ste 160""",Charlotte,NC,28202,35.2245046772,-80.8489883362,3.0,108,1,Sushi Bars;Restaurants;Asian Fusion
7193,fWiwY1bW-BxA-Vzm6lDalA,"""Chipotle Mexican Grill""",,"""8830 Lindholm Dr, Ste 120""",Huntersville,NC,28078,35.4438457757,-80.8794044255,3.0,31,1,Fast Food;Restaurants;Mexican
7255,nv-w-aL2Jn9TRJAH0mMz1w,"""Salsarita's Fresh Mexican Grill""",,"""8400 Park Rd""",Charlotte,NC,28210,35.1168419237,-80.8565615431,3.5,20,1,Mexican;Event Planning & Services;Caterers;Tex-Mex;Salad;Restaurants
7334,sAXy1yJRLllTm5WrJbJGAA,"""Del Frisco's Double Eagle Steak House""",South Park,"""4725 Piedmont Row Dr, Ste 170""",Charlotte,NC,28210,35.1516702293,-80.8394354582,4.0,283,1,Seafood;Cocktail Bars;Restaurants;Bars;Wine Bars;Nightlife;Steakhouses
7345,kIoKla6pdHMhzwhV9YksaQ,"""Beijing To Go""",,"""1420 Perfection Ave""",Belmont,NC,28012,35.2815193061,-81.047038127,3.5,8,1,Cantonese;Szechuan;Restaurants;Chinese
7404,TC6P9n3noJLR8KpE-i2OyA,"""Jack in the Box""",Highland Creek,"""10525 Mallard Creek Rd""",Charlotte,NC,28262,35.342416,-80.766969,2.5,12,1,Fast Food;Restaurants
7706,c1Hn42hWBx_UUa9vjjYWog,"""Stack's Kitchen""",,"""1315 N Broome St""",Waxhaw,NC,28173,34.935156,-80.751353,4.0,94,1,Restaurants;Diners
7793,H5aJsGJu8211pUms6otexg,"""Wendy's""",,"""9905 Northlake Mall Pkwy""",Charlotte,NC,28216,35.3500065386,-80.8578350767,2.0,9,1,Fast Food;Burgers;Restaurants
7845,r7RQ5TXIkY3VYo5ko3mfcA,"""Domino's Pizza""",,"""601 S Cannon Blvd""",Kannapolis,NC,28083,35.4867674,-80.6107022,2.0,5,1,Restaurants;Pizza;Sandwiches;Chicken Wings
7892,djPTbIprBXGqaV-D8eq77A,"""Phillips Seafood""",,"""5501 Josh Birmingham Pkwy""",Charlotte,NC,28214,35.218450848,-80.9423260349,2.5,208,1,Seafood;Restaurants
7969,2QBD8wYCrwgOGRfHKvS23w,"""Rosario's Pizza""",,"""5303 Poplar Tent Rd, Ste 130""",Concord,NC,28027,35.4109716378,-80.6664848991,4.0,110,1,Restaurants;Pizza;Italian
7995,Tx6ci_lTucfb-VS3xEABuQ,"""Jersey Mike's Subs""",,"""7234 Caldwell Rd""",Harrisburg,NC,28075,35.3164366,-80.6737833,3.0,14,1,Delis;Restaurants;Sandwiches;Fast Food
8028,PmYZ85Nt3-kKe6iqFkImTw,"""Little Big Burger""",Highland Creek,"""10012 Benfield Rd""",Charlotte,NC,28269,35.3726959875,-80.7887308445,4.0,23,1,Beer Bar;Restaurants;Nightlife;Burgers;Bars
8056,mikaCujT2MtuoGdUTkp-Ow,"""Vintage Wine Lounge""",Uptown,"""317 S Church St""",Charlotte,NC,28202,35.2261079,-80.8468595,3.5,13,1,Bars;Restaurants;Wine Bars;Nightlife;Tapas/Small Plates
8102,V6MWAv-xv4dgSUrDU1qxaA,"""Nothing But Noodles""",,"""7930 Rea Rd""",Charlotte,NC,28277,35.059113,-80.8138,3.5,79,1,American (Traditional);Vegan;Asian Fusion;Chinese;Noodles;Restaurants;Italian;Thai;Event Planning & Services;American (New);Gluten-Free;Caterers
8131,5T9g2sThvSXQ2CW6gtmmzA,"""Subway""",,"""9611 Brookdale Dr, Ste 300""",Charlotte,NC,28215,35.2828356,-80.6691914,2.0,6,1,Sandwiches;Fast Food;Restaurants
8201,KWZCNN7VTFE4BVbIIW14Nw,"""Pizza Hut""",,"""9229 Lawyers Rd, Unit H""",Mint Hill,NC,28227,35.1871766,-80.6872643,1.5,10,1,Restaurants;Pizza;Chicken Wings;Italian
8204,yqMnLsYVQqB7Xm73M0bhLQ,"""Black's Barbecue""",,"""2902 York Hwy""",Gastonia,NC,28052,35.2258969,-81.1992686,3.5,18,1,Barbeque;Restaurants
8220,ihUPg3T3ruEOtSyFrOFXnA,"""Freshii""",South Park,"""4625 Piedmont Row Dr, Ste 115C""",Charlotte,NC,28210,35.1520582191,-80.8396173906,4.0,7,1,Breakfast & Brunch;Vegan;Juice Bars & Smoothies;Gluten-Free;Salad;Restaurants;Food
8260,gJttMZnv0Gy9OlLhNzPbQQ,"""LittleSpoon""",,"""2820 Selwyn Ave, Ste 180""",Charlotte,NC,28209,35.174260584,-80.8402330344,3.5,231,1,Breakfast & Brunch;Restaurants;American (New);Sandwiches
8461,dPWHFb_sDduzcJdOZSqR5Q,"""Wing King Cafe""",Steele Creek,"""13209 Carowinds Blvd, Ste a""",Charlotte,NC,28273,35.1171439,-80.9566571,4.0,143,1,Chicken Wings;Restaurants;American (Traditional)
8462,_2trMwFsh5-IqqEcQ-OLVA,"""Mac's Speed Shop""",Steele Creek,"""2414 Sandy Porter Rd""",Charlotte,NC,28273,35.1358715,-80.9401401,3.5,245,1,Bars;Chicken Wings;American (Traditional);Nightlife;Sports Bars;Restaurants;Barbeque
8470,UByM7N0mF-ylIGUuIWHCtA,"""Sullivan's Steakhouse""",South End,"""1928 South Blvd, Ste 200""",Charlotte,NC,28203,35.2101676933,-80.8599308917,4.0,218,1,Steakhouses;Restaurants
8549,nNhyYzryNS0Ef2Zl9QSJgg,"""Little Asia""",,"""2609 S New Hope Rd""",Gastonia,NC,28056,35.2398343,-81.1229533,3.0,7,1,Restaurants;Chinese
8550,R7SGIJ-Lw2ZLLSWu6OTUbA,"""Taco Bell""",,"""2281 Spider Dr.""",Kannapolis,NC,28083,35.466229,-80.588704,3.5,8,1,Restaurants;Mexican;Fast Food;Tex-Mex
8613,mAZLbq-BKmFurJRPZg6Cmg,"""Shogun""",,"""306 E Garrison Blvd""",Gastonia,NC,28054,35.2540313,-81.1784708,2.0,19,1,Sushi Bars;Japanese;Restaurants;Steakhouses
8635,X9ZxpDLM1WlS36C2RwVaUA,"""R&R Bar-B-Que""",,"""755 Pitts School Rd NW""",Concord,NC,28027,35.4002719,-80.6972013,4.0,82,1,Barbeque;Restaurants
8704,PvyUmuJtpSYbkIaMQ0Fz2A,"""Metro Diner""",,"""14211 Reese Blvd""",Huntersville,NC,28078,35.4076505188,-80.8629157305,4.0,36,1,Food;Restaurants;Breakfast & Brunch;Diners;American (Traditional)
8720,yymNrvk1cioG5Bn5lWH2QQ,"""Wild Wing Cafe""",Uptown,"""210 E Trade St, Ste D262""",Charlotte,NC,28202,35.225324,-80.842187,2.5,129,1,American (Traditional);Chicken Wings;Restaurants;Burgers
8765,OYB1niC3P2qP8Jf0bigB7A,"""Chipotle Mexican Grill""",South End,"""2109 South Blvd""",Charlotte,NC,28203,35.2074291,-80.8602465,3.5,96,1,Fast Food;Restaurants;Mexican
8774,UhdlNJz_ZNb-m3kF-YLSgw,"""Jersey Mike's Subs""",University City,"""9211-12 North Tryon St, Ste 12""",Charlotte,NC,28262,35.312144,-80.745093,3.0,21,1,Delis;Sandwiches;Fast Food;Restaurants
8775,hlNM1xWuUymG5AVbFno3qw,"""Wendy's""",Eastland,"""5801 N Sharon Amity Rd""",Charlotte,NC,28215,35.235848,-80.7386779,2.0,4,1,Restaurants;Fast Food;Burgers
8812,i8ijGG8LXmFOWTz-Haej7w,"""Charanda Mexican Grill & Cantina""",,"""1505 Carolina Place Dr""",Fort Mill,SC,29708,35.0339128,-80.9662389,3.0,79,1,Restaurants;Mexican
8843,Jf5etKG_Sc3Xe2dcIUvWZw,"""MOOYAH Burgers, Fries & Shakes""",,"""2233 Matthews Township Pkwy, Ste C-2""",Matthews,NC,28105,35.1281898,-80.7022409,3.5,70,1,American (Traditional);Food;Ice Cream & Frozen Yogurt;Restaurants;Burgers;Hot Dogs
8873,K7047_-at7Ydi4gl2UuS_w,"""Arby's""",,"""597 N Polk St""",Pineville,NC,28134,35.0912601,-80.8857292,2.5,9,1,Restaurants;Fast Food;Sandwiches
8903,88TyKo52CRajXHxWlS5eEQ,"""Royal Cafe & Creperie""",,"""131 Matthews Station St, Ste E""",Matthews,NC,28105,35.116789,-80.719317,4.5,189,1,Breakfast & Brunch;Restaurants;Creperies;Cafes
8998,A6A5NvLuI4Oe7ukMKhuhLg,"""Jimmy John's""",,"""8532 Pit Stop Ct""",Concord,NC,28027,35.3731456,-80.722242,3.0,13,1,Fast Food;Restaurants;Food;Delis;Food Delivery Services;Sandwiches
9063,Ue21umKWUtSbdFVh_2ggUw,"""Gastonia Grill & Sushi Buffet""",,"""212 South New Hope Rd""",Gastonia,NC,28054,35.2606566,-81.1501218,2.0,6,1,Restaurants;Buffets;American (Traditional);Sushi Bars;Asian Fusion
9109,nbWhNr0CRep4tt9FFZ7s8A,"""McDonald's""",,"""9607 E Independence Blvd""",Matthews,NC,28105,35.1363546138,-80.7137239538,2.0,9,1,Restaurants;Burgers;Fast Food
9131,--KCl2FvVQpvjzmZSPyviA,"""Hungry Howie's Pizza""",,"""6426 W Sugar Creek Rd, Unit A""",Charlotte,NC,28269,35.333478,-80.796171,3.0,12,1,Restaurants;Sandwiches;Pizza
9142,jRxLnJ9my31Re_O2MvQGhw,"""The Tasty Bowl Subs N Such""",Steele Creek,"""2900 Westinghouse Blvd, Ste 116""",Charlotte,NC,28273,35.1328321,-80.9529281,5.0,53,1,Restaurants;Fast Food;Caribbean;Mexican;Thai;Indian;Sandwiches;Italian
9248,vDcAGfBmpNz4xc_6qeKWpQ,"""Shuffletown Drive-In""",,"""10220 Rozzelles Ferry Rd""",Charlotte,NC,28214,35.321649,-80.952888,4.0,33,1,Breakfast & Brunch;Restaurants;American (Traditional)
9287,B1kKm3sLtoRZGXeZTwKiAg,"""Bradshaw Social House""",Ballantyne,"""8440 Rea Rd""",Charlotte,NC,28277,35.0534296,-80.8129896,3.0,74,1,Food;American (Traditional);Restaurants;Nightlife;Beer;Wine & Spirits
9312,6bFBYeXhFjFBtghEZPpPUA,"""Chicken King Restaurant""",Paw Creek,"""435 Bradford Dr""",Charlotte,NC,28208,35.2568915,-80.8967481,1.5,5,1,Restaurants;American (Traditional)
9501,2KpyT9ZN2qtj1n3TX_bzYQ,"""Char Bar No 7""",,"""3118 Fincher Farm Rd""",Matthews,NC,28105,35.081703,-80.729289,3.5,91,1,Burgers;Bars;Restaurants;Wine Bars;American (New);Nightlife
9554,TpKQh8deczg9IXChAPw49Q,"""KFC""",,"""7751 Gateway Lane""",Concord,NC,28027,35.3669,-80.7103,1.5,6,1,Restaurants;Fast Food;Chicken Wings
9596,SbGO5-BZ8ZEWfGI_B_z37A,"""China MAX""",,"""11025 Carolina Pl Pkwy""",Pineville,NC,28134,35.0821990967,-80.8772277832,3.0,10,1,Chinese;Restaurants
9662,5G0cEcOxAwoPOhGV_B5VlA,"""China Jade""",Eastland,"""5600 Albemarle Rd, Ste 800""",Charlotte,NC,28212,35.2029012,-80.7531859,2.5,11,1,Chinese;Restaurants
9738,pAR0lYfIr2x6aq9CpqEXDQ,"""Los Arcos Mexican Restaurant""",,"""1021 S Cannon Blvd""",Kannapolis,NC,28083,35.4806652,-80.6113402,4.5,19,1,Restaurants;Mexican
9796,rF5PLlOXehPg-Dy3FiJl8A,"""Domino's Pizza""",Elizabeth,"""1428 E 4th St""",Charlotte,NC,28204,35.2138014,-80.8291269,2.0,6,1,Restaurants;Chicken Wings;Pizza;Sandwiches
9841,sJpl9ufYT87UWhtW-5UkmQ,"""Fitzgerald's""",First Ward,"""201 E 5th St""",Charlotte,NC,28202,35.2268736,-80.8407635,3.0,139,1,Nightlife;Food;Irish;Sports Bars;Bars;Beer;Wine & Spirits;Pubs;Restaurants;Irish Pub
9888,JedOmSVVXavR76qH5KNR1Q,"""McDonald's""",Sherwood Forest,"""720 Meridian Ctr""",Charlotte,NC,28212,35.1823738167,-80.7586365881,2.5,6,1,Restaurants;Fast Food;Burgers
9923,ThZdaQiCbu8mL8rbLNyrgA,"""Saffron Indian Cuisine""",Steele Creek,"""2135-B Ayrsley Town Blvd""",Charlotte,NC,28273,35.1375558,-80.9335602,3.5,169,1,Pakistani;Restaurants;Indian
9997,XOXNnNjfDyxywTbG3DvKAQ,"""Pho An Hoa""",Eastland,"""4832 Central Ave""",Charlotte,NC,28205,35.2115046,-80.7616848,4.0,53,1,Restaurants;Vietnamese
10047,YjPWt-V5oMkakdRWrALb8g,"""Honey Bun's Cafeteria""",Eastland,"""7323 E Independence Blvd""",Charlotte,NC,28227,35.1626388384,-80.7380765199,4.0,42,1,Imported Food;Chinese;Food;Specialty Food;Dim Sum;Ethnic Food;Restaurants
10093,7LYepFvXbmYO8o1RTQLSdA,"""Ted's Restaurant""",,"""8625 Monroe Rd""",Charlotte,NC,28212,35.152222,-80.745487,4.0,21,1,Comfort Food;Restaurants;American (Traditional)
10100,UDTzKfDLCBKZO2zC9C9YSg,"""Firehouse Subs""",,"""9335 Center Lake Dr, Ste 130""",Charlotte,NC,28216,35.3488142,-80.8554287,3.5,12,1,Delis;Restaurants;Fast Food;Sandwiches
10204,dHUb949NckE2GqtlSVlWQg,"""Roaming Fork""",Elizabeth,"""""",Charlotte,NC,28204,35.2150714,-80.8294747,4.5,62,1,Street Vendors;Soul Food;Food;Restaurants;Personal Chefs;Event Planning & Services;Food Trucks
10227,xYrZuRgqQLxZaUFgGrGNBA,"""Niko's Grill""",,"""4948 Airport Center Pkwy""",Charlotte,NC,28208,35.2211056,-80.9202449,3.5,15,1,Greek;American (Traditional);Restaurants
10263,JXj3X8RMmVikVZGSWmh7ww,"""Block Bistro""",,"""13812 Cinnabar Pl, Ste 100""",Huntersville,NC,28078,35.4133017,-80.8338346,4.0,80,1,Cafes;Wine Bars;Bars;Breakfast & Brunch;Nightlife;Restaurants
10271,DWZ0-MtRSJJjHe9VV7yl5A,"""Las Lupitas""",NoDa,"""5210 N Tryon St""",Charlotte,NC,28213,35.2581901,-80.7789208,4.5,48,1,Restaurants;Mexican
10272,rVzosqfZxSLee9tV-WW6MA,"""Bruegger's Bagels""",,"""4327 Park Rd, Bldg 25""",Charlotte,NC,28209,35.1731719,-80.8477863,3.0,42,1,Food;Restaurants;Sandwiches;Bagels;Breakfast & Brunch;Bakeries
10280,PqIutNyDB0bBVrT4hPPRFw,"""Cluck 'N Cup""",South End,"""1422 Winnifred St""",Charlotte,NC,28203,35.218158,-80.856726,5.0,4,1,Sandwiches;Coffee & Tea;Restaurants;Food;Desserts
10315,aO1gAp41n8w8zpxTiHdLNA,"""Mert's Heart & Soul""",First Ward,"""214 N College St""",Charlotte,NC,28202,35.2273178,-80.8401304,3.5,770,1,Southern;Soul Food;Restaurants;Breakfast & Brunch
10333,pNijniOIhTZQBAb8RvnQ0g,"""Charlotte Cafe""",Arboretum,"""8200 Providence Rd, Ste 700""",Charlotte,NC,28277,35.0952753,-80.7791381,2.5,32,1,Southern;Breakfast & Brunch;Sandwiches;American (Traditional);Restaurants
10417,3kGgPRqWOtOdrUMSKKxnhg,"""Subway""",Highland Creek,"""3020 Prosperity Church Rd""",Charlotte,NC,28269,35.3432482,-80.7690779,2.5,13,1,Sandwiches;Restaurants;Fast Food
10477,LhIpo0MrEqgDj5Ba_G9BcQ,"""Uptown Bar And Kitchen""",Uptown,"""537-599 S Mcdowell St""",Charlotte,NC,28204,35.2164881,-80.8404216,2.5,7,1,Restaurants;American (Traditional)
10506,AgHiM1XP3gLyM6-rZ2zxjA,"""Firenza Pizza Northlake""",,"""9821 Northlake Centre Pkwy, Ste L""",Charlotte,NC,28216,35.349049,-80.8576706,3.5,47,1,Restaurants;Chicken Wings;Salad;Pizza
10532,ataRn8s6owt3SObGajp4KQ,"""Brooklyn South Pizzeria""",,"""19400 Jetton Rd, Ste 201""",Cornelius,NC,28031,35.4765931,-80.8929185,3.5,75,1,Breakfast & Brunch;Pizza;Beer;Wine & Spirits;Italian;Restaurants;Event Planning & Services;Food;Caterers
10640,-WZODoBei3z9QyWOUkgCxA,"""Chickie & Pete's""",Steele Creek,"""14523 Carowinds Blvd""",Charlotte,NC,28273,35.1032336,-80.9437676,1.5,7,1,American (Traditional);Restaurants
10669,3flgcuZ-3KZWOPayS0SeKQ,"""Panera Bread""",,"""2625 E Franklin Blvd""",Gastonia,NC,28056,35.260104,-81.132372,2.5,30,1,Soup;Breakfast & Brunch;Bagels;Food;Restaurants;Salad;Sandwiches
10848,j27Z_QgAakT6aM06MUXpYg,"""Umami Sushi & Grill""",,"""200 E Matthews St""",Matthews,NC,28105,35.1174583435,-80.7195587158,4.5,61,1,Sushi Bars;Japanese;Restaurants;Soup
10849,LGOnnrjU50YtT066RP_J3g,"""Bonefish Grill""",,"""10056 E Independence Blvd""",Matthews,NC,28105,35.1302942813,-80.7118407022,4.0,105,1,Restaurants;Nightlife;Seafood;Cocktail Bars;American (New);Bars
10924,3GY8CfKhEowAoTxmKBhQpA,"""Big Apple Deli""",Starmount,"""201 W Arrowood Rd, Ste C""",Charlotte,NC,28217,35.133849,-80.893405,4.0,16,1,Delis;American (Traditional);Burgers;Restaurants
11018,09UgfMdTxFx0Qppa4eQJNg,"""Mint Hill Rock Store BBQ""",,"""7032 Brighton Park""",Mint Hill,NC,28227,35.17261,-80.6608979,3.0,35,1,Restaurants;Barbeque
11057,S-V-belb3Gv7qrNVftLHwQ,"""Kabuto Japanese Steakhouse and Sushi Bar""",Starmount,"""446 Tyvola Rd""",Charlotte,NC,28217,35.1620852,-80.8862217,3.0,10,1,Restaurants;Steakhouses;Japanese;Sushi Bars
11062,_UCTo0560t8IyOq7TwJIUw,"""Gallery Restaurant""",Ballantyne,"""10000 Ballantyne Commons Pkwy""",Charlotte,NC,28277,35.056435,-80.8480944,3.5,75,1,American (New);Restaurants;Nightlife;American (Traditional);Breakfast & Brunch;Sandwiches;Seafood;Burgers;Bars;Steakhouses;Diners;Cocktail Bars
11146,H0GLxl_aBLVaeMNi-S0unQ,"""Jersey Mike's Subs""",Eastland,"""7309-21 E Independence Blvd""",Charlotte,NC,28227,35.1632249,-80.7380239,3.5,13,1,Delis;Fast Food;Restaurants;Sandwiches
11240,_-OBx0-ReIMrPOmaReB8-Q,"""The Corner Pub""",Third Ward,"""335 N Graham St""",Charlotte,NC,28263,35.232957,-80.844128,4.0,34,1,Restaurants;Nightlife;American (Traditional);Bars;Pubs
11339,WPV0ucYjnb2HOrNxSopv6A,"""Hawthorne's NY Pizza & Bar""",Elizabeth,"""1701 E 7th St""",Charlotte,NC,28204,35.21582,-80.821622,4.0,167,1,Bars;Italian;Restaurants;Nightlife;Pizza
11387,7EAhyXA-D4km6WX2yQGwCQ,"""Saru Bar and Grill""",,"""7866 Idlewild Rd""",Indian Trail,NC,28079,35.106441,-80.6339471,3.0,18,1,Chinese;Restaurants;Japanese;Asian Fusion
11438,KU7eFCdA47v6zeKF3a7j6A,"""New South Kitchen & Bar""",Arboretum,"""8140 Providence Rd, Ste 300""",Charlotte,NC,28277,35.096896,-80.77876,4.0,153,1,Southern;Restaurants
11477,Yc5_nA9NqqxOp8WCugF-Ng,"""500 Degrees New York Style Pizzeria""",,"""6037 South Blvd""",Charlotte,NC,28217,35.1533683,-80.8752317,4.0,142,1,Restaurants;Pizza
11647,0htWficVWZV20ATE8cs7YA,"""Pudina""",,"""4944 Parkway Plaza Blvd""",Charlotte,NC,28217,35.1833976,-80.9034957,4.0,14,1,Restaurants;Salad;Pizza;Indian
11706,2DO-8SvPvx1rACloHiD9Mw,"""Lotus Cafe Chinese Cuisine""",Ballantyne,"""8610 Camfield St, Ste B""",Charlotte,NC,28277,35.052923,-80.814983,3.0,28,1,Chinese;Restaurants
11722,aiSfc14ci0YqzIiZ6CEXIQ,"""What-A-Burger""",,"""926 S Main St""",Kannapolis,NC,28081,35.4820789,-80.6273759,3.5,10,1,Restaurants;Burgers
11751,GphWJgfK5nrLuBdOljrqKw,"""Fujo""",Uptown,"""301 S College St, Ste 100""",Charlotte,NC,28202,35.2241149,-80.8445635,3.5,125,1,Noodles;Sushi Bars;Restaurants;Asian Fusion
11832,c1gEqdcI9ocM3hkP2xtWHg,"""Heritage Food and Drink""",,"""201 W S Main St""",Waxhaw,NC,28173,34.924376,-80.7447509,4.5,93,1,American (New);Restaurants;British
11891,FNUPQBjJ4meyyKZZXaQXgQ,"""El Tropico""",North Charlotte,"""4335 N Tryon St""",Charlotte,NC,28213,35.2590665,-80.7934287,3.5,3,1,Restaurants;Latin American;Mexican
11907,28odAlXnrAs_g-QpgfHaUw,"""K & W Cafeteria""",,"""349 Copperfield Blvd NE, Ste P""",Concord,NC,28025,35.4478925,-80.5995299,4.0,11,1,American (New);Restaurants;American (Traditional)
11912,3bYHVaEMAS35PAinUdnDdw,"""Sbarro""",,"""5501 Josh Birmingham Pkwy""",Charlotte,NC,28208,35.2205594,-80.9438737,2.0,42,1,Pizza;Restaurants;Italian;Salad
11942,VgeqvDJQaintYIh3Tl4j2A,"""Moe's Southwest Grill""",,"""9330 Center Lake Dr, Ste 100""",Charlotte,NC,28216,35.3488949069,-80.8560299501,3.0,33,1,Tex-Mex;Southern;Mexican;Fast Food;Restaurants;Steakhouses
11956,0Bwuk3390Kvhbup08nNbcQ,"""Wendy's""",,"""11640 Providence Rd""",Charlotte,NC,28277,35.0513207,-80.7705561,1.5,8,1,Fast Food;Food;Restaurants;Burgers
12274,9YnK_lZ7lInd81BURIk3Ew,"""Salsarita's Fresh Mexican Grill""",Ballantyne,"""9941 Rea Rd""",Charlotte,NC,28277,35.0339582,-80.8047412,3.0,26,1,Mexican;Caterers;Tex-Mex;Event Planning & Services;Restaurants;Salad
12286,o_h1sAp38UQ7Gw3c2OLDgQ,"""Friendly's of Stanley""",,"""119 N Main St""",Stanley,NC,28164,35.359761,-81.096566,3.0,9,1,Restaurants;Diners
12357,wlRFPldYNvhGJVFwRjGN_A,"""Tryon House Restaurant""",NoDa,"""130 Eastway Dr""",Charlotte,NC,28213,35.258723,-80.777659,3.5,5,1,Restaurants
12367,Ava9H-t4scVmP7u_onh7pg,"""Napa on Providence""",Elizabeth,"""110 Perrin Pl""",Charlotte,NC,28207,35.1968338368,-80.8260918945,4.0,185,1,Bars;Beer;Wine & Spirits;American (New);Italian;Restaurants;Food;Nightlife
12460,NbrXg59fYR3MoeXdeAIQIQ,"""Pike's Old Fashioned Soda Shop""",South End,"""1930 Camden Rd""",Charlotte,NC,28203,35.2109878,-80.861,3.5,259,1,Ice Cream & Frozen Yogurt;Food;Restaurants;Breakfast & Brunch;American (Traditional)
12521,NAkuhaIe02ucJ34_BNvXYw,"""Taxco Mexican Grill""",,"""9719 Sam Furr Rd, Ste E""",Huntersville,NC,28078,35.4437229,-80.8645502,3.5,47,1,Nightlife;Restaurants;Mexican;Bars
12559,TCnUcScYppGbl3WgJwYKRA,"""Bojangles""",,"""860 Concord Pkwy S""",Concord,NC,28027,35.3952363,-80.6165014,2.5,5,1,Restaurants;Fast Food
12569,YXa0A7aXV9wWNR0qJVVSDg,"""Bad Daddy's Burger Bar""",Ballantyne,"""15105 John J Delaney Dr, Ste A""",Charlotte,NC,28277,35.0527702324,-80.8474124496,4.0,293,1,Restaurants;Burgers;Breakfast & Brunch
12669,nHJkBQ1o-hWDK9k_9ylf_A,"""Sonny's BBQ""",Starmount,"""440 Tyvola Road""",Charlotte,NC,28217,35.1629379,-80.8865749,3.0,92,1,Event Planning & Services;Barbeque;American (New);Restaurants;Caterers
12702,UT22ExffDZjB1tzBDwSWfA,"""Rusty Bucket Restaurant & Tavern""",South Park,"""4810 Ashley Park Ln""",Charlotte,NC,28210,35.14662,-80.830612,3.5,87,1,Pubs;American (Traditional);Restaurants;Nightlife;Comfort Food;Bars;Sports Bars
12714,uLHRvzarplBajOnekB8eiA,"""McDonald's""",Plaza Midwood,"""2301 Central Ave""",Charlotte,NC,28205,35.220079,-80.802542,2.0,12,1,Burgers;Fast Food;Restaurants
12780,Z66xO_B7trDah8F0PKwRqg,"""Charlotte Premium Outlets""",Steele Creek,"""5404 New Fashion Way""",Charlotte,NC,28278,35.1694291267,-80.9700375795,4.0,89,1,Fashion;Shopping Centers;Restaurants;Shopping;Outlet Stores
12781,qvjEYywVw1ZXxeH454PiRw,"""Smoke and Go BBQ""",,"""""",Huntersville,NC,28078,35.4438745266,-80.895629169,4.0,34,1,Food Stands;Food;Event Planning & Services;Food Trucks;Caterers;Restaurants;Barbeque
12842,NvyjzqSF55Ghe3GrIIYEcw,"""Brixx Wood Fired Pizza""",Dilworth,"""1801 Scott Ave""",Charlotte,NC,28203,35.200827,-80.8438129,3.5,103,1,Restaurants;Pizza
12869,Xt2l1M7zrUrpJzXp9A7Zbg,"""KFC""",,"""321 East Woodlawn Road""",Charlotte,NC,28217,35.1778960561,-80.8781245091,3.0,5,1,Chicken Wings;Fast Food;Restaurants
12892,V7skTuBhSs4v56V54s8ilg,"""Domino's Pizza""",,"""9900 Poplar Tent Rd, Ste 105""",Concord,NC,28027,35.4189645,-80.7427139,4.0,8,1,Italian;Sandwiches;Pizza;Restaurants;Chicken Wings
12898,Ohm7MmbCtN6sgxmPiDE9jA,"""Joe Mama's Pizza and Grill""",Steele Creek,"""9124 S Tryon, Ste A""",Charlotte,NC,28273,35.133617,-80.940623,3.5,27,1,Salad;Restaurants;Pizza;Sandwiches;Burgers
12913,H1LhTQWW_YCgJejzBSOFBw,"""Little Caesars Pizza""",,"""613 Highland St""",Mount Holly,NC,28120,35.2878006,-81.0176175,1.0,3,1,Restaurants;Pizza
12936,kCTA6XeITFE1-e_YkbFL2A,"""Pit Road Bar & Grill""",North Charlotte,"""2330 Tipton Dr, Ste 100, Victory Lane Karting""",Charlotte,NC,28206,35.271145,-80.842316,4.0,19,1,Nightlife;Restaurants;Bars;Sports Bars;Barbeque;Burgers
